Is Duplicate Row?,X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Location,Above Ground Sighter Measurement,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Lat/Long,Lat/Long - Split 1,Lat/Long - Split 2
Unique,-73.980284240,40.767825738,1B-PM-1019-03,01B,PM,10192018,3,Juvenile,Gray,White,Gray+White,Above Ground,25,False,True,False,False,False,False,False,False,False,False,False,False,False,POINT (-73.98028424040162 40.7678257384977),POINT,(-73.98028424040162 40.7678257384977)
Unique,-73.971614706,40.781391104,18A-PM-1018-01,18A,PM,10182018,1,Adult,Gray,,Gray+,Above Ground,30,False,False,True,False,False,False,False,False,False,False,False,False,False,POINT (-73.9716147061553 40.7813911036179),POINT,(-73.9716147061553 40.7813911036179)
Unique,-73.971432998,40.774187339,11E-PM-1012-04,11E,PM,10122018,4,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9714329979305 40.7741873388945),POINT,(-73.9714329979305 40.7741873388945)
Unique,-73.963842266,40.788734087,28C-PM-1006-02,28C,PM,10062018,2,Adult,Gray,,Gray+,Ground Plane,FALSE,True,False,False,False,False,False,False,False,False,False,False,False,True,POINT (-73.963842266151 40.7887340867773),POINT,(-73.963842266151 40.7887340867773)
Unique,-73.962516495,40.788476899,28D-PM-1019-02,28D,PM,10192018,2,Adult,Black,,Black+,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,False,True,POINT (-73.962516494651 40.7884768989902),POINT,(-73.962516494651 40.7884768989902)
Unique,-73.980009483,40.767778259,1B-AM-1012-04,01B,AM,10122018,4,,Gray,Cinnamon,Gray+Cinnamon,Ground Plane,FALSE,True,False,False,True,False,False,False,False,False,False,False,True,False,POINT (-73.9800094828465 40.7677782585639),POINT,(-73.9800094828465 40.7677782585639)
Unique,-73.976337351,40.774116893,9B-PM-1013-09,09B,PM,10132018,9,Juvenile,Gray,,Gray+,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,True,False,False,True,POINT (-73.9763373510536 40.7741168933928),POINT,(-73.9763373510536 40.7741168933928)
Unique,-73.969384100,40.770414866,8I-PM-1013-06,08I,PM,10132018,6,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9693841004072 40.7704148658294),POINT,(-73.9693841004072 40.7704148658294)
Unique,-73.965387328,40.780469988,20F-PM-1007-11,20F,PM,10072018,11,Adult,Gray,White,Gray+White,Above Ground,10,False,False,True,False,False,False,False,False,False,False,False,False,False,POINT (-73.9653873284496 40.7804699882574),POINT,(-73.9653873284496 40.7804699882574)
Unique,-73.959341097,40.792313401,33D-AM-1017-08,33D,AM,10172018,8,Adult,Black,,Black+,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9593410965431 40.7923134010383),POINT,(-73.9593410965431 40.7923134010383)
Unique,-73.971131879,40.770194155,7G-AM-1010-02,07G,AM,10102018,2,Adult,Gray,,Gray+,Above Ground,3,True,False,False,False,False,False,False,False,False,True,False,False,True,POINT (-73.9711318790279 40.7701941550273),POINT,(-73.9711318790279 40.7701941550273)
Unique,-73.966136131,40.778787256,18G-PM-1013-01,18G,PM,10132018,1,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,True,True,False,False,False,False,False,False,False,True,POINT (-73.9661361310677 40.7787872561177),POINT,(-73.9661361310677 40.7787872561177)
Unique,-73.970830107,40.782020093,19A-PM-1013-01,19A,PM,10132018,1,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9708301070924 40.7820200927465),POINT,(-73.9708301070924 40.7820200927465)
Unique,-73.966110825,40.789194512,28A-AM-1014-01,28A,AM,10142018,1,Adult,Gray,,Gray+,Ground Plane,FALSE,False,False,False,True,True,False,False,False,False,False,False,False,False,POINT (-73.9661108248377 40.7891945123815),POINT,(-73.9661108248377 40.7891945123815)
Unique,-73.952922480,40.796189576,40G-PM-1013-05,40G,PM,10132018,5,Adult,Gray,,Gray+,Ground Plane,FALSE,True,False,False,False,False,False,False,False,False,False,False,False,True,POINT (-73.9529224802393 40.7961895763649),POINT,(-73.9529224802393 40.7961895763649)
Unique,-73.972872385,40.767081616,4H-PM-1006-01,04H,PM,10062018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Ground Plane,FALSE,False,False,False,True,True,False,False,False,False,False,False,False,False,POINT (-73.9728723853967 40.7670816164986),POINT,(-73.9728723853967 40.7670816164986)
Unique,-73.960336699,40.789961289,31E-PM-1006-05,31E,PM,10062018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,Ground Plane,FALSE,False,True,False,False,False,False,False,False,True,False,False,True,False,POINT (-73.9603366992925 40.789961288953904),POINT,(-73.9603366992925 40.789961288953904)
Unique,-73.979281424,40.770503194,4A-AM-1007-04,04A,AM,10072018,4,Adult,Gray,,Gray+,Ground Plane,FALSE,False,False,False,False,False,False,False,False,False,False,False,True,False,POINT (-73.9792814244424 40.770503194056),POINT,(-73.9792814244424 40.770503194056)
Unique,-73.963943136,40.790867745,30B-AM-1007-04,30B,AM,10072018,4,Adult,Gray,,Gray+,Ground Plane,FALSE,False,False,False,True,True,False,False,False,False,False,False,False,True,POINT (-73.9639431360458 40.7908677445466),POINT,(-73.9639431360458 40.7908677445466)
Unique,-73.966823058,40.787063723,25B-PM-1007-02,25B,PM,10072018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,Ground Plane,FALSE,False,False,True,False,True,False,False,False,False,False,False,True,False,POINT (-73.9668230576555 40.7870637233327),POINT,(-73.9668230576555 40.7870637233327)
Unique,-73.957284046,40.788693337,31H-PM-1008-04,31H,PM,10082018,4,Adult,Gray,,Gray+,Above Ground,,False,False,True,False,True,False,False,False,False,False,False,False,False,POINT (-73.95728404579711 40.7886933371744),POINT,(-73.95728404579711 40.7886933371744)
Unique,-73.955311377,40.797843198,41D-AM-1014-05,41D,AM,10142018,5,Adult,Gray,Black,Gray+Black,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9553113771098 40.7978431980204),POINT,(-73.9553113771098 40.7978431980204)
Unique,-73.954530254,40.791024749,34I-PM-1010-07,34I,PM,10102018,7,Adult,Gray,,Gray+,,,True,False,False,False,True,False,False,False,False,False,False,False,False,POINT (-73.954530253849 40.7910247489879),POINT,(-73.954530253849 40.7910247489879)
Unique,-73.980283171,40.769276330,3A-AM-1012-02,03A,AM,10122018,2,Adult,Gray,"Black, Cinnamon","Gray+Black, Cinnamon",Above Ground,1,True,False,False,False,False,False,False,False,False,True,False,False,True,POINT (-73.9802831706033 40.7692763295564),POINT,(-73.9802831706033 40.7692763295564)
Unique,-73.962961559,40.792417643,32B-PM-1010-06,32B,PM,10102018,6,Adult,Gray,,Gray+,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9629615594409 40.7924176425827),POINT,(-73.9629615594409 40.7924176425827)
Unique,-73.966694512,40.783995649,22C-PM-1006-11,22C,PM,10062018,11,Juvenile,Gray,,Gray+,Above Ground,13,False,False,True,False,False,True,False,False,False,False,False,False,False,POINT (-73.9666945123922 40.7839956493194),POINT,(-73.9666945123922 40.7839956493194)
Unique,-73.959188040,40.795007125,36C-PM-1013-02,36C,PM,10132018,2,Adult,Gray,,Gray+,Ground Plane,FALSE,False,True,False,True,True,True,True,False,False,True,False,True,False,POINT (-73.95918804001322 40.7950071252836),POINT,(-73.95918804001322 40.7950071252836)
Unique,-73.969876202,40.778205569,16D-PM-1010-09,16D,PM,10102018,9,Adult,Gray,,Gray+,Ground Plane,FALSE,False,True,False,False,False,True,False,False,False,False,False,True,False,POINT (-73.9698762023146 40.77820556881131),POINT,(-73.9698762023146 40.77820556881131)
Unique,-73.969377246,40.770687589,8I-AM-1006-03,08I,AM,10062018,3,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9693772461788 40.7706875892901),POINT,(-73.9693772461788 40.7706875892901)
Unique,-73.968304110,40.786265230,24A-AM-1014-01,24A,AM,10142018,1,Adult,Gray,White,Gray+White,Ground Plane,FALSE,True,False,False,False,False,False,False,False,False,False,False,False,False,POINT (-73.9683041099256 40.7862652300082),POINT,(-73.9683041099256 40.7862652300082)
Unique,-73.953283834,40.793111267,37H-AM-1018-01,37H,AM,10182018,1,Adult,Gray,,Gray+,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9532838338416 40.7931112674583),POINT,(-73.9532838338416 40.7931112674583)
Unique,-73.952195006,40.794937341,39H-PM-1013-01,39H,PM,10132018,1,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,True,False,False,False,False,False,False,False,True,False,POINT (-73.9521950056404 40.794937340845),POINT,(-73.9521950056404 40.794937340845)
Unique,-73.969747112,40.777316339,15E-PM-1008-10,15E,PM,10082018,10,Adult,Gray,,Gray+,Ground Plane,FALSE,False,False,False,True,True,False,False,False,False,False,False,True,False,POINT (-73.9697471123497 40.777316338832705),POINT,(-73.9697471123497 40.777316338832705)
Unique,-73.958068165,40.799201001,41B-AM-1010-01,41B,AM,10102018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,False,False,POINT (-73.9580681648547 40.7992010012653),POINT,(-73.9580681648547 40.7992010012653)
Unique,-73.972941049,40.770948496,7F-AM-1008-13,07F,AM,10082018,13,Adult,Gray,,Gray+,Above Ground,4,True,False,False,True,True,False,False,False,False,False,False,True,False,POINT (-73.9729410488021 40.7709484964577),POINT,(-73.9729410488021 40.7709484964577)
Unique,-73.971131925,40.776032486,13D-PM-1018-12,13D,PM,10182018,12,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9711319254625 40.776032485987905),POINT,(-73.9711319254625 40.776032485987905)
Unique,-73.967153403,40.781084980,20D-AM-1007-02,20D,AM,10072018,2,Adult,Gray,,Gray+,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,True,False,False,False,POINT (-73.9671534029191 40.7810849804467),POINT,(-73.9671534029191 40.7810849804467)
Unique,-73.961708875,40.794458508,35A-PM-1013-06,35A,PM,10132018,6,Adult,Cinnamon,,Cinnamon+,Ground Plane,FALSE,True,False,False,False,False,False,False,False,False,False,False,False,True,POINT (-73.9617088749928 40.7944585082367),POINT,(-73.9617088749928 40.7944585082367)
Unique,-73.960096364,40.793496233,34C-AM-1007-01,34C,AM,10072018,1,Adult,Black,,Black+,Ground Plane,FALSE,True,False,False,False,False,False,False,False,True,False,False,False,True,POINT (-73.9600963639087 40.7934962325313),POINT,(-73.9600963639087 40.7934962325313)
Unique,-73.978212014,40.771715447,6A-AM-1006-05,06A,AM,10062018,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Above Ground,4,False,False,True,False,False,False,False,False,True,True,False,False,False,POINT (-73.9782120139407 40.7717154468791),POINT,(-73.9782120139407 40.7717154468791)
Unique,-73.970856423,40.772621997,10F-PM-1019-09,10F,PM,10192018,9,Adult,Gray,Cinnamon,Gray+Cinnamon,Ground Plane,FALSE,True,False,False,False,True,False,False,False,False,False,False,False,True,POINT (-73.9708564226824 40.7726219968014),POINT,(-73.9708564226824 40.7726219968014)
Unique,-73.963881206,40.792371494,32A-PM-1013-02,32A,PM,10132018,2,?,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9638812060405 40.792371494142905),POINT,(-73.9638812060405 40.792371494142905)
Unique,-73.954383261,40.795355064,39F-AM-1014-02,39F,AM,10142018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,Above Ground,2,True,False,True,False,True,False,False,False,False,False,False,False,False,POINT (-73.9543832609857 40.7953550639701),POINT,(-73.9543832609857 40.7953550639701)
Unique,-73.979216147,40.767928544,2C-PM-1013-10,02C,PM,10132018,10,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,False,False,False,False,False,False,False,False,False,False,POINT (-73.9792161469158 40.7679285436253),POINT,(-73.9792161469158 40.7679285436253)
Unique,-73.972226505,40.770091690,7G-PM-1018-02,07G,PM,10182018,2,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,True,False,False,False,False,False,False,False,True,False,POINT (-73.9722265046794 40.7700916895929),POINT,(-73.9722265046794 40.7700916895929)
Unique,-73.964986602,40.776492969,16I-AM-1008-01,16I,AM,10082018,1,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,True,False,True,False,POINT (-73.9649866016038 40.7764929694457),POINT,(-73.9649866016038 40.7764929694457)
Unique,-73.956166924,40.799473743,42C-PM-1013-04,42C,PM,10132018,4,Adult,Gray,,Gray+,Ground Plane,FALSE,False,False,True,False,True,False,False,False,False,False,False,False,True,POINT (-73.9561669236168 40.7994737431277),POINT,(-73.9561669236168 40.7994737431277)
Unique,-73.969325408,40.776160033,14F-AM-1007-01,14F,AM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,Above Ground,30,False,False,True,False,False,False,False,False,False,False,False,True,False,POINT (-73.9693254080548 40.7761600327118),POINT,(-73.9693254080548 40.7761600327118)
Unique,-73.958253443,40.791777230,34F-PM-1012-01,34F,PM,10122018,1,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9582534432858 40.7917772296796),POINT,(-73.9582534432858 40.7917772296796)
Unique,-73.975743602,40.774606436,10B-PM-1014-01,10B,PM,10142018,1,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,True,False,False,False,POINT (-73.9757436019432 40.7746064363227),POINT,(-73.9757436019432 40.7746064363227)
Unique,-73.975202951,40.767173467,3F-AM-1006-04,03F,AM,10062018,4,Adult,Cinnamon,White,Cinnamon+White,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,False,True,POINT (-73.9752029513644 40.7671734667361),POINT,(-73.9752029513644 40.7671734667361)
Unique,-73.957253084,40.798746043,41B-AM-1010-05,41B,AM,10102018,5,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,True,False,False,False,False,False,False,False,False,False,False,False,POINT (-73.9572530843479 40.7987460430546),POINT,(-73.9572530843479 40.7987460430546)
Unique,-73.968958669,40.783961391,21B-PM-1017-04,21B,PM,10172018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,Ground Plane,FALSE,False,False,False,True,True,False,False,False,False,False,False,False,True,POINT (-73.9689586689061 40.7839613907139),POINT,(-73.9689586689061 40.7839613907139)
Unique,-73.954913387,40.794687104,38F-PM-1013-02,38F,PM,10132018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,False,False,POINT (-73.9549133872427 40.7946871036949),POINT,(-73.9549133872427 40.7946871036949)
Unique,-73.976736969,40.773507444,8B-PM-1012-05,08B,PM,10122018,5,Adult,Cinnamon,White,Cinnamon+White,Ground Plane,FALSE,False,False,True,True,True,False,False,False,False,False,False,True,False,POINT (-73.9767369686171 40.7735074437085),POINT,(-73.9767369686171 40.7735074437085)
Unique,-73.970973817,40.777410269,14D-PM-1019-08,14D,PM,10192018,8,Adult,Gray,,Gray+,Ground Plane,FALSE,False,False,True,False,False,False,False,False,False,False,False,False,False,POINT (-73.9709738166531 40.7774102689734),POINT,(-73.9709738166531 40.7774102689734)
Unique,-73.964784566,40.781657381,21F-AM-1018-07,21F,AM,10182018,7,Adult,Cinnamon,Gray,Cinnamon+Gray,Ground Plane,FALSE,True,False,False,False,False,False,False,False,False,True,False,False,True,POINT (-73.9647845655965 40.7816573808695),POINT,(-73.9647845655965 40.7816573808695)
Unique,-73.953295276,40.792007446,36I-AM-1017-08,36I,AM,10172018,8,Adult,Gray,,Gray+,Ground Plane,FALSE,False,True,False,False,False,False,False,False,False,True,False,False,True,POINT (-73.95329527631061 40.7920074462622),POINT,(-73.95329527631061 40.7920074462622)
Unique,-73.961235261,40.794481363,35B-AM-1010-02,35B,AM,10102018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9612352611518 40.7944813634744),POINT,(-73.9612352611518 40.7944813634744)
Unique,-73.960457624,40.781812010,23I-PM-1019-01,23I,PM,10192018,1,Adult,Gray,,Gray+,Above Ground,35,True,False,False,False,False,False,False,False,False,False,False,False,False,POINT (-73.9604576237503 40.7818120101394),POINT,(-73.9604576237503 40.7818120101394)
Unique,-73.958373878,40.797930278,39B-PM-1014-02,39B,PM,10142018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9583738783348 40.7979302775527),POINT,(-73.9583738783348 40.7979302775527)
Unique,-73.980948294,40.768568885,2A-PM-1019-04,02A,PM,10192018,4,Juvenile,Gray,White,Gray+White,Above Ground,15,True,False,False,False,False,False,False,False,False,False,False,True,False,POINT (-73.980948293606 40.7685688850628),POINT,(-73.980948293606 40.7685688850628)
Unique,-73.977205379,40.766390657,1E-PM-1007-02,01E,PM,10072018,2,Adult,Gray,,Gray+,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,False,False,POINT (-73.9772053786965 40.7663906573332),POINT,(-73.9772053786965 40.7663906573332)
Unique,-73.954913521,40.798525897,42D-PM-1013-03,42D,PM,10132018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,Above Ground,25,False,False,False,True,False,False,False,False,False,False,False,True,False,POINT (-73.9549135206961 40.798525897229),POINT,(-73.9549135206961 40.798525897229)
Unique,-73.971027307,40.776652125,14D-PM-1019-16,14D,PM,10192018,16,Adult,Gray,Cinnamon,Gray+Cinnamon,Ground Plane,FALSE,True,False,False,False,False,False,False,False,False,False,False,False,False,POINT (-73.9710273070712 40.7766521246153),POINT,(-73.9710273070712 40.7766521246153)
Unique,-73.968107277,40.776861268,15F-AM-1007-09,15F,AM,10072018,9,Adult,Cinnamon,White,Cinnamon+White,Above Ground,20,False,False,True,False,True,False,False,False,False,False,False,False,True,POINT (-73.968107276769 40.7768612676036),POINT,(-73.968107276769 40.7768612676036)
Unique,-73.964353822,40.791756560,31A-PM-1017-01,31A,PM,10172018,1,Juvenile,Cinnamon,"Gray, White","Cinnamon+Gray, White",Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,True,False,False,False,POINT (-73.9643538221947 40.7917565604735),POINT,(-73.9643538221947 40.7917565604735)
Unique,-73.959019166,40.792613943,34D-AM-1008-03,34D,AM,10082018,3,Adult,Cinnamon,White,Cinnamon+White,Ground Plane,FALSE,True,False,False,False,False,False,False,False,False,False,False,True,False,POINT (-73.9590191655172 40.7926139425111),POINT,(-73.9590191655172 40.7926139425111)
Unique,-73.977799893,40.770981587,5B-PM-1013-02,05B,PM,10132018,2,Adult,Gray,White,Gray+White,Above Ground,5,False,False,True,False,False,False,False,False,False,False,False,False,False,POINT (-73.9777998932399 40.7709815865334),POINT,(-73.9777998932399 40.7709815865334)
Unique,-73.971255058,40.776427348,13D-PM-1018-06,13D,PM,10182018,6,Adult,Gray,White,Gray+White,Above Ground,10,False,False,True,False,False,False,False,False,False,False,False,True,False,POINT (-73.9712550584322 40.7764273475386),POINT,(-73.9712550584322 40.7764273475386)
Unique,-73.969859284,40.774307144,12F-AM-1020-03,12F,AM,10202018,3,Adult,Gray,Black,Gray+Black,Ground Plane,FALSE,False,False,False,False,False,False,False,False,False,True,False,False,False,POINT (-73.9698592838836 40.7743071443959),POINT,(-73.9698592838836 40.7743071443959)
Unique,-73.960555484,40.790147371,31E-PM-1006-09,31E,PM,10062018,9,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Ground Plane,FALSE,False,False,False,True,False,False,False,False,False,False,False,True,False,POINT (-73.9605554843228 40.7901473714024),POINT,(-73.9605554843228 40.7901473714024)
Unique,-73.953262013,40.795247555,39G-AM-1018-01,39G,AM,10182018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,Ground Plane,FALSE,False,False,False,False,False,False,False,False,False,False,False,False,False,POINT (-73.9532620128307 40.7952475548048),POINT,(-73.9532620128307 40.7952475548048)
Unique,-73.972445230,40.771579211,8F-PM-1012-03,08F,PM,10122018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9724452296309 40.7715792113505),POINT,(-73.9724452296309 40.7715792113505)
Unique,-73.970583797,40.775849485,13E-AM-1017-13,13E,AM,10172018,13,Adult,Gray,Cinnamon,Gray+Cinnamon,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,True,False,False,POINT (-73.97058379743581 40.7758494849673),POINT,(-73.97058379743581 40.7758494849673)
Unique,-73.968681680,40.775770423,14F-PM-1012-02,14F,PM,10122018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Above Ground,3,False,False,True,True,False,False,False,False,False,False,False,True,False,POINT (-73.9686816795392 40.775770422667),POINT,(-73.9686816795392 40.775770422667)
Unique,-73.959608337,40.794952673,36C-PM-1013-05,36C,PM,10132018,5,Adult,Cinnamon,,Cinnamon+,Ground Plane,FALSE,True,False,False,True,True,False,False,False,False,True,False,True,True,POINT (-73.9596083366477 40.7949526729608),POINT,(-73.9596083366477 40.7949526729608)
Unique,-73.974038119,40.767591259,4G-PM-1007-01,04G,PM,10072018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9740381194088 40.7675912588173),POINT,(-73.9740381194088 40.7675912588173)
Unique,-73.977797850,40.766862078,1D-AM-1006-01,01D,AM,10062018,1,Juvenile,Gray,White,Gray+White,Ground Plane,FALSE,True,False,True,False,True,False,False,False,False,True,False,False,False,POINT (-73.9777978497894 40.7668620784309),POINT,(-73.9777978497894 40.7668620784309)
Unique,-73.958846841,40.796385230,38B-AM-1019-05,38B,AM,10192018,5,Adult,Gray,,Gray+,Above Ground,28,False,False,True,False,False,False,True,False,False,False,False,False,False,POINT (-73.9588468413094 40.7963852299012),POINT,(-73.9588468413094 40.7963852299012)
Unique,-73.971872910,40.770369262,7G-PM-1018-05,07G,PM,10182018,5,Adult,Gray,,Gray+,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,False,False,POINT (-73.9718729101676 40.7703692621371),POINT,(-73.9718729101676 40.7703692621371)
Unique,-73.968360830,40.784292741,22B-AM-1013-04,22B,AM,10132018,4,Adult,Cinnamon,,Cinnamon+,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,False,True,POINT (-73.9683608295976 40.7842927405327),POINT,(-73.9683608295976 40.7842927405327)
Unique,-73.959099284,40.793758099,35D-PM-1013-09,35D,PM,10132018,9,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9590992841423 40.793758098573),POINT,(-73.9590992841423 40.793758098573)
Unique,-73.958770180,40.793412394,35D-PM-1013-04,35D,PM,10132018,4,Juvenile,Gray,White,Gray+White,,,False,False,False,False,False,False,False,False,False,False,False,False,False,POINT (-73.958770180151 40.7934123941528),POINT,(-73.958770180151 40.7934123941528)
Unique,-73.954542761,40.793035382,36G-PM-1012-02,36G,PM,10122018,2,Adult,Gray,White,Gray+White,Above Ground,10,False,False,False,True,False,False,False,False,False,False,False,False,False,POINT (-73.9545427611477 40.7930353817441),POINT,(-73.9545427611477 40.7930353817441)
Unique,-73.952846278,40.792384304,36I-AM-1017-04,36I,AM,10172018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9528462779437 40.7923843043685),POINT,(-73.9528462779437 40.7923843043685)
Unique,-73.972939493,40.774325672,11D-AM-1010-01,11D,AM,10102018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Ground Plane,FALSE,False,False,True,True,True,False,False,False,False,False,False,False,True,POINT (-73.9729394928432 40.7743256716496),POINT,(-73.9729394928432 40.7743256716496)
Unique,-73.972415183,40.773080463,10E-AM-1010-02,10E,AM,10102018,2,Adult,Black,Gray,Black+Gray,Ground Plane,FALSE,True,False,False,False,True,False,False,False,False,True,False,True,False,POINT (-73.972415182837 40.773080463452),POINT,(-73.972415182837 40.773080463452)
Unique,-73.968023721,40.771702221,10I-AM-1010-04,10I,AM,10102018,4,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,True,False,POINT (-73.9680237209555 40.7717022208225),POINT,(-73.9680237209555 40.7717022208225)
Unique,-73.959435705,40.784067889,25I-AM-1012-01,25I,AM,10122018,1,Adult,Cinnamon,,Cinnamon+,Above Ground,4,False,False,False,True,False,False,False,False,True,True,True,False,False,POINT (-73.9594357049738 40.7840678890949),POINT,(-73.9594357049738 40.7840678890949)
Unique,-73.956366126,40.796682311,39D-AM-1008-03,39D,AM,10082018,3,Adult,Gray,,Gray+,Above Ground,5,False,False,True,False,False,False,False,False,False,False,False,False,False,POINT (-73.9563661256875 40.7966823114508),POINT,(-73.9563661256875 40.7966823114508)
Unique,-73.976379112,40.770281512,5D-PM-1018-04,05D,PM,10182018,4,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,True,False,False,False,False,False,False,False,False,False,False,True,POINT (-73.9763791121438 40.770281512254),POINT,(-73.9763791121438 40.770281512254)
Unique,-73.970041085,40.783442758,21A-AM-1019-07,21A,AM,10192018,7,Adult,Gray,,Gray+,Above Ground,25,True,False,True,False,False,False,False,False,False,False,False,True,False,POINT (-73.970041085185 40.783442758031306),POINT,(-73.970041085185 40.783442758031306)
Unique,-73.958871441,40.789578712,31F-PM-1007-03,31F,PM,10072018,3,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,True,False,False,True,POINT (-73.9588714413332 40.7895787115444),POINT,(-73.9588714413332 40.7895787115444)
Unique,-73.963744085,40.789142742,29C-AM-1007-04,29C,AM,10072018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,True,False,False,POINT (-73.9637440847107 40.7891427419372),POINT,(-73.9637440847107 40.7891427419372)
Unique,-73.956331117,40.795090156,38E-AM-1010-12,38E,AM,10102018,12,Adult,Cinnamon,,Cinnamon+,Ground Plane,FALSE,False,True,False,False,False,False,False,False,True,False,False,False,False,POINT (-73.9563311167069 40.7950901563337),POINT,(-73.9563311167069 40.7950901563337)
Unique,-73.970696871,40.782149914,19A-PM-1013-06,19A,PM,10132018,6,Adult,Gray,White,Gray+White,Ground Plane,FALSE,False,False,False,False,True,False,False,False,False,False,False,False,True,POINT (-73.9706968708903 40.7821499135828),POINT,(-73.9706968708903 40.7821499135828)
Unique,-73.967493067,40.781351012,20D-PM-1014-01,20D,PM,10142018,1,Adult,Gray,,Gray+,Ground Plane,FALSE,False,False,False,True,True,False,False,False,False,False,False,False,False,POINT (-73.96749306684312 40.781351011968),POINT,(-73.96749306684312 40.781351011968)
